亲和美园 大产权 电梯房 可以贷款必看好房,2室1厅 | 75.16平米 | 西南 | 毛坯 | 高楼层(共23层) | 板楼,45万5,988元/平
津门湖毛坯两室没住过人 中间楼层 采光无遮挡,2室1厅 | 92.39平米 | 南 | 其他 | 高楼层(共22层) | 板楼,210万22,730元/平
香锦园两室H户型 户型方正 采光良好 业主诚心出售,2室1厅 | 89.74平米 | 南 北 | 其他 | 高楼层(共11层) | 板楼,135万15,044元/平
此房满五年，中间楼层，此房产权没问题。业主诚心出售房主自荐,2室2厅 | 92.65平米 | 南 | 其他 | 中楼层(共6层) | 板楼,123万13,276元/平
招商公园 次新房 一半绿化一半住宅 人车分流房主自荐,3室2厅 | 117.63平米 | 南 北 | 精装 | 26层 | 板塔结合,181.3万15,413元/平
香堤庭院联排别墅，地上两层带地下室，精装修带车位,8室2厅 | 300.63平米 | 南 北 | 精装 | 3层 | 板楼,520万17,298元/平
精装修三室，装修保持好，有租的车位，楼间距大采光好,2室2厅 | 92.62平米 | 南 北 | 精装 | 低楼层(共18层) | 板楼,169万18,247元/平
此房小区建筑是西班牙风格 打造一种西班牙小镇风情,1室1厅 | 63.19平米 | 南 | 其他 | 中楼层(共16层) | 板楼,93万14,718元/平
楼栋位置好户型好有三个阳台北面看别墅视野好过五唯一必看好房,2室1厅 | 87.35平米 | 西北 | 简装 | 低楼层(共34层) | 板塔结合,316万36,177元/平
桂江里私产满2年低楼层南北通透2室采光好精装修必看好房,2室1厅 | 67.76平米 | 南 北 | 精装 | 6层 | 板塔结合,145万21,400元/平
业主诚意出售 价格可谈 随时签约 产权清晰,1室1厅 | 63平米 | 西 | 毛坯 | 高楼层(共30层) | 塔楼,85万13,493元/平
此房满五唯一 交通便利 小区环境很好 近地铁高铁站,2室1厅 | 95.88平米 | 南 北 | 简装 | 中楼层(共7层) | 板楼,259万27,013元/平
2005年商品房 龙博花园 3楼 南北通透 偏单 满五年,2室1厅 | 85.27平米 | 南 北 | 简装 | 中楼层(共6层) | 板楼,163万19,116元/平
